ID товара,Наименование товара,Ссылка на товар,Регулярная цена,Старая цена
1053565,"Mealfeel Functional Nutrition Влажный корм (пауч) для кошек старше 7 лет, кусочки с домашней птицей в соусе, 85 гр.",/product/mealfeel-functional-nutrition-vlazhnyj-korm-pauch-dlya-koshek-starshe-7-let-kusochki-s-domashnej-ptitsej-v-souse-85-gr-560-1053565/,73 ₽,Нет старой цены
1057270,"Crave Влажный корм (пауч) для взрослых кошек, с ягненком в соусе, 70 гр.",/product/crave-korm-vlazhnyj-dlya-vzroslyh-koshek-s-yagnenkom-v-souse-70-gr-90015-1057270/,85 ₽,99 ₽
1051256,"Wellkiss Delice Влажный корм (консервы) для кошек, с индейкой и уткой, 240 гр.",/product/wellkiss-delice-vlazhnyj-korm-konservy-dlya-koshek-s-indejkoj-i-utkoj-240-gr-465-1051256/,165 ₽,Нет старой цены
1054517,"Wellkiss Adult Salmon Корм сухой для кошек, с лососем, 400 гр.",/product/wellkiss-adult-salmon-korm-suhoj-dlya-koshek-s-lososem-400-gr-1102-1054517/,399 ₽,Нет старой цены
1053575,"Wellkiss Adult Влажный корм (пауч) для взрослых кошек, с курицей в желе, 85 гр.",/product/wellkiss-adult-vlazhnyj-korm-pauch-dlya-vzroslyh-koshek-s-kuritsej-v-zhele-85-gr-473-1053575/,63 ₽,Нет старой цены
1056423,"Sheba Влажный корм (пауч) для кошек, с паштетом из говядины в желе, 75 гр.",/product/sheba-korm-vlazhnyj-dlya-koshek-pashtet-s-govyadinoj-75-g-90205-1056423/,42 ₽,Нет старой цены
1042263,"Ownat Adult Sterilized Ultra Сухой корм для стерилизованных кошек, с индейкой, 1,5 кг",/product/ownat-adult-sterilized-ultra-suhoj-korm-dlya-sterilizovannyh-koshek-s-indejkoj-1-5-kg-1185-1042263/,1 999 ₽,Нет старой цены
1053075,"Murmix Консервированный корм для котят, кусочки с курицей в соусе, 85 г",/product/murmix-konservirovannyj-korm-dlya-kotyat-kusochki-s-kuritsej-v-souse-85-g-734-1053075/,55 ₽,Нет старой цены
1053072,"Murmix Консервированный корм для взрослых кошек, кусочки с курицей и индейкой всоусе, 85 г",/product/murmix-konservirovannyj-korm-dlya-vzroslyh-koshek-kusochki-s-kuritsej-i-indejkoj-vsouse-85-g-731-1053072/,55 ₽,Нет старой цены
1050749,"Ownat Adult Classic Корм сухой для кошек, с рыбой, 1.5 кг",/product/ownat-adult-classic-korm-suhoj-dlya-koshek-s-ryboj-1-5-kg-1188-1050749/,1 199 ₽,Нет старой цены
1060907,"Деревенские лакомств Влажный корм (пауч) для кошек, суп из курицы с говядиной и шпинатом, 35 гр.",/product/derevenskie-lakomstv-pauch-d-koshek-sup-iz-kuritsy-s-govyadinoj-i-shpinatom-35g-90233-1060907/,89 ₽,Нет старой цены
1044483,"UnoCat Влажный корм для котят нежные кусочки с цыпленком и телятиной в соусе, 85гр",/product/unocat-vlazhnyj-korm-dlya-kotyat-nezhnye-kusochki-s-tsyplenkom-i-telyatinoj-v-souse-85gr-703-1044483/,29 ₽,Нет старой цены
1053074,"Murmix Консервированный корм для взрослых кошек, кусочки лосося с форелью в соусе, 85 г",/product/murmix-konservirovannyj-korm-dlya-vzroslyh-koshek-kusochki-lososya-s-forelyu-v-souse-85-g-733-1053074/,55 ₽,Нет старой цены
1060678,"Sirius Влажный корм (пауч) для стерилизованных кошек, с индейкой и курицей, 85 гр.",/product/sirius-korm-vlazhnyj-dlya-sterilizovannyh-koshek-indejka-i-kuritsa-85-g-85515-1060678/,77 ₽,Нет старой цены
1060909,"Деревенские лакомств Влажный корм (пауч) для кошек, суп из курицы с уткой и тыквой, 35 гр.",/product/derevenskie-lakomstv-pauch-d-koshek-sup-iz-kuritsy-s-utkoj-i-tykvoj-35g-86216-1060909/,89 ₽,Нет старой цены
1053895,"Farmina PRIME влажный корм для кошек с курицей и гранатом, 70 г",/product/farmina-prime-vlazhnyj-korm-dlya-koshek-s-kuritsej-i-granatom-70-g-86923-1053895/,259 ₽,Нет старой цены
1063322,"Grandorf Fresh Сухой корм для стерилизованных кошек, с ягненком и бататом, 400 гр.",/product/grandorf-fresh-korm-suhoj-dlya-sterilizovannyh-koshek-s-yagnenkom-i-batatom-400-gr-90165-1063322/,1 045 ₽,Нет старой цены
1041075,"INABA CIAO Влажный корм (консервы) для кошек, куриное филе и тунец магуро с кальмаром в бульоне, 80 гр.",/product/inaba-ciao-konservy-dlya-koshek-kalmar-s-mramornoj-vyrezkoj-yaponskogo-tuntsa-bonito-iparnym-file-kuritsy-89049-1041075/,189 ₽,Нет старой цены
1051841,"Sheba Влажный корм (пауч) для кошек Аппетитные ломтики, с форелью и креветками в соусе, 75 гр.",/product/sheba-korm-vlazhnyj-dlya-koshek-forel-i-krevetki-v-souse-75-g-90214-1051841/,42 ₽,Нет старой цены
1054718,"Wellkiss Влажный корм (консервы) для кошек, нежные кусочки с говядиной в желе, 410 гр.",/product/wellkiss-vlazhnyj-korm-konservy-dlya-koshek-nezhnye-kusochki-s-govyadinoj-v-zhele-410-gr-89065-1054718/,135 ₽,Нет старой цены
1053571,"Mealfeel Functional Nutrition Sterilized Влажный корм (ламистер) для кошек, с тунцом, 100 гр.",/product/mealfeel-functional-nutrition-sterilized-vlazhnyj-korm-lamister-dlya-koshek-s-tuntsom-100-gr-566-1053571/,79 ₽,Нет старой цены
1053561,"Mealfeel Functional Nutrition Влажный корм (пауч) для взрослых кошек, ягненок в соусе с кусочками куриного филе, 85 гр.",/product/mealfeel-functional-nutrition-vlazhnyj-korm-pauch-dlya-vzroslyh-koshek-yagnenok-v-souse-s-kusochkami-kurinogo-file-85-gr-556-1053561/,73 ₽,Нет старой цены
1063328,"Grandorf Fresh Сухой корм для стерилизованных кошек, с уткой и бататом, 400 гр.",/product/grandorf-fresh-korm-suhoj-dlya-sterilizovannyh-koshek-s-utkoj-i-batatom-400-gr-90168-1063328/,1 045 ₽,Нет старой цены
1060676,"Sirius Влажный корм (пауч) для котят, с индейкой и курицей, 85 гр.",/product/sirius-korm-vlazhnyj-dlya-kotyat-indejka-i-kuritsa-85-g-85513-1060676/,77 ₽,Нет старой цены
1061692,"Royal Canin Light Weight Влажный корм (пауч) для взрослых кошек с избыточным весом, 85 гр.",/product/royal-canin-korm-vlazhnyj-85g-dlya-koshek-lajt-sous-87613-1061692/,99 ₽,Нет старой цены
1041077,"INABA CIAO Влажный корм (консервы) для кошек, куриное филе и тунец кацуо с мальками ширасу в бульоне, 80 гр.",/product/inaba-ciao-konservy-dlya-koshek-melkaya-molodaya-seld-s-parnym-file-kuritsy-i-yaponskimtuntsom-bonito-89050-1041077/,189 ₽,Нет старой цены
1059357,"Sheba Влажный корм (пауч) для кошек, с ломтиками форели в желе, 75 гр.",/product/sheba-korm-vlazhnyj-koshek-forel-v-zhele-75g-90208-1059357/,42 ₽,Нет старой цены
1053560,"Mealfeel Functional Nutrition Влажный корм (пауч) для взрослых кошек, курица в соусе с цельными кусочками филе, 85 гр.",/product/mealfeel-functional-nutrition-vlazhnyj-korm-pauch-dlya-vzroslyh-koshek-kuritsa-v-souse-s-tselnymi-kusochkami-file-85-gr-555-1053560/,73 ₽,Нет старой цены
1061640,AlphaPet Влажный корм для кошек нежные ломтики ягненка с потрошками в соусе 80г,/product/alphapet-vlazhnyj-korm-dlya-koshek-nezhnye-lomtiki-yagnenka-s-potroshkami-v-souse-80g-87587-1061640/,65 ₽,Нет старой цены
1030234,"ProPlan Sterilised Delicate Digestion Сухой корм для взрослых стерилизованных кошек и кастрированных котов с чувствительным пищеварением, с курицей, 400 гр.",/product/proplan-sterilised-suhoj-korm-dlya-vzroslyh-koshek-dlya-sterilizovannyh-s-chuvstvitelnym-pishchevareniem-s-kuritsej-400-g-985-1030234/,639 ₽,Нет старой цены
1051845,"Sheba Влажный корм (пауч) для кошек Аппетитные ломтики, с курицей и индейкой в соусе, 75 гр.",/product/sheba-korm-vlazhnyj-dlya-koshek-kuritsa-i-indejka-v-souse-75-g-90216-1051845/,42 ₽,Нет старой цены
1053568,"Mealfeel Functional Nutrition Digest Sensitive Влажный корм (ламистер) для кошек, с океанической рыбой, 100 гр.",/product/mealfeel-functional-nutrition-digest-sensitive-vlazhnyj-korm-lamister-dlya-koshek-s-okeanicheskoj-ryboj-100-gr-563-1053568/,79 ₽,Нет старой цены
1051846,"Sheba Влажный корм (пауч) для кошек Аппетитные ломтики, с телятиной и языком в соусе, 75 гр.",/product/sheba-korm-vlazhnyj-dlya-koshek-telyatina-i-yazyk-v-souse-75-g-90217-1051846/,42 ₽,Нет старой цены
1049806,"Perfect Fit Влажный корм (пауч) для стерилизованных кошек, с курицей в соусе, 75 гр.",/product/perfect-fit-vlazhnyj-korm-dlya-sterilizovannyh-koshek-s-kuritsej-v-souse-75-g-578-1049806/,43 ₽,Нет старой цены
1051246,"Wellkiss Delice Влажный корм (консервы) для котят, нежная телятина, 100 гр.",/product/wellkiss-delice-vlazhnyj-korm-konservy-dlya-kotyat-nezhnaya-telyatina-100-gr-460-1051246/,135 ₽,Нет старой цены
1057998,"Mealfeel Sterilized Влажный корм (консервы) для стерилизованных кошек, паштет из курицы, 100 гр.",/product/mealfeel-konservy-dlya-sterilizovannyh-koshek-pashtet-iz-kuritsy-100g-573-1057998/,93 ₽,Нет старой цены
1050545,Brit Premium пауч для взрослых стерилизованных кошек цыпленок в соусе,/product/brit-premium-pauch-dlya-vzroslyh-sterilizovannyh-koshek-tsyplenok-v-souse-88975-1050545/,73 ₽,Нет старой цены
1054757,"Yummy Мясной Деликатес консервы для кошек с цыпленком и лососем, 100 г",/product/yummy-myasnoj-delikates-konservy-dlya-koshek-s-tsyplenkom-i-lososem-100-g-89073-1054757/,145 ₽,Нет старой цены
1051178,"INABA CIAO Влажный корм (пауч) для кошек, куриное филе с кацуобуси в желе, 60 гр.",/product/inaba-ciao-pauch-dlya-koshek-kurinoe-file-s-katsuobusi-v-zhele-60-g-89052-1051178/,159 ₽,Нет старой цены
1054672,"Четвероногий Гурман Влажный корм (консервы) для кошек и котят с 1 месяца, мусс с курицей, 100 гр.",/product/chetveronogij-gurman-konservy-dlya-koshek-s-kuritsej-89101-1054672/,165 ₽,Нет старой цены
1054723,"Wellkiss Влажный корм (консервы) для кошек, нежные кусочки с кроликом в соусе, 410 гр.",/product/wellkiss-vlazhnyj-korm-konservy-dlya-koshek-nezhnye-kusochki-s-krolikom-v-souse-410-gr-476-1054723/,135 ₽,Нет старой цены
1058844,"Mealfeel Влажный корм (консервы) для кошек, мусс из тунца с топпингом из креветок, 85 гр.",/product/mealfeel-konservy-dlya-koshek-muss-iz-tuntsa-s-toppingom-iz-krevetok-85g-83254-1058844/,179 ₽,Нет старой цены
1000709,"Royal Canin Hair and Skin Care 33 Сухой корм для поддержания здоровья кожи и шерсти у взрослых кошек, 10 кг",/product/royal-canin-hair-and-skin-care-33-korm-dlya-vzroslyh-koshek-v-tselyah-podderzhaniya-zdorovya-kozhi-i-shersti-10-kg-1008-1000709/,14 347 ₽,Нет старой цены
1049809,"Perfect Fit Влажный корм (пауч) для котят, с курицей в соусе, 75 гр.",/product/perfect-fit-vlazhnyj-korm-dlya-kotyat-s-kuritsej-v-souse-75-g-579-1049809/,43 ₽,Нет старой цены
1062910,"ALLEVA Cat Adult Obesity Glycemic Control Сухой диетический корм для кошек, 1,5 кг",/product/alleva-care-korm-suhoj-dlya-koshek-obesiti-1-5kg-89326-1062910/,2 975 ₽,Нет старой цены
1060680,"Sirius Влажный корм (пауч) для стерилизованных кошек, с уткой и клюквой, 85 гр.",/product/sirius-korm-vlazhnyj-dlya-sterilizovannyh-koshek-utka-s-klyukvoj-85-g-85517-1060680/,77 ₽,Нет старой цены
1058850,"Mealfeel Влажный корм (консервы) для кошек, цыпленок с топпингом из анчоусов в желе, 85 гр.",/product/mealfeel-konservy-dlya-koshek-tsyplenok-s-toppingom-iz-anchousov-v-zhele-85g-83258-1058850/,179 ₽,Нет старой цены
1058001,"Mealfeel Digest sensitive Влажный корм (консервы) для взрослых кошек с чувствительным пищеварением, паштет из индейки с кроликом, 100 гр.",/product/mealfeel-konservy-dlya-vzroslyh-koshek-s-chuvstvitelnym-pishchevareniem-pashtet-iz-indejki-s-krolikom-100g-576-1058001/,93 ₽,Нет старой цены
1051842,"Sheba Влажный корм (пауч) для кошек Аппетитные ломтики, с лососем в соусе, 75 гр.",/product/sheba-korm-vlazhnyj-dlya-koshek-losos-v-souse-75-g-90215-1051842/,42 ₽,Нет старой цены
1009847,"Royal Canin Ageing Sterilised 12+ Сухой корм для стерилизованных кошек старше 12 лет, 2 кг",/product/royal-canin-ageing-sterilised-12-korm-dlya-sterilizovannyh-koshek-starshe-12-let-2-kg-1026-1009847/,2 659 ₽,Нет старой цены
1050542,"Brit Premium Влажный корм (пауч) для котят, цыпленок в соусе, 85 гр.",/product/brit-premium-pauch-dlya-kotyat-tsyplenok-v-souse-88953-1050542/,73 ₽,Нет старой цены
1053564,"Mealfeel Functional Nutrition Влажный корм (пауч) для взрослых кошек с чувствительным пищеварением, кусочки с домашней птицей в соусе, 85 гр.",/product/mealfeel-functional-nutrition-vlazhnyj-korm-pauch-dlya-vzroslyh-koshek-s-chuvstvitelnym-pishchevareniem-kusochki-s-domashnej-ptitsej-v-souse-85-gr-559-1053564/,73 ₽,Нет старой цены
1041087,"UnoCat Влажный корм для стерилизованных кошек нежные кусочки с курицей в соусе, 85гр",/product/unocat-vlazhnyj-korm-dlya-sterilizovannyh-koshek-nezhnye-kusochki-s-kuritsej-v-souse-85gr-700-1041087/,29 ₽,Нет старой цены
1053732,"AlphaPet WOW Сухой корм для стерилизованных кошек с цыпленком, 1,5 кг",/product/alphapet-wow-suhoj-korm-dlya-sterilizovannyh-koshek-s-tsyplenkom-1-5-kg-1235-1053732/,909 ₽,Нет старой цены
1062848,"Farmina Vet Life Diabetic Диетический корм для кошек при сахарном диабете, 85г",/product/farmina-vet-life-diabetic-dieticheskij-korm-dlya-koshek-pri-saharnom-diabete-85g-89251-1062848/,249 ₽,Нет старой цены
1053913,"UNICA Indoor сухой корм для кошек с ягненком, рисом и горохом, 350 гр",/product/unica-indoor-suhoj-korm-dlya-koshek-s-yagnenkom-risom-i-gorohom-350-gr-1250-1053913/,391 ₽,459 ₽
1054722,"Wellkiss Влажный корм (консервы) для кошек, нежные кусочки с ягненком в желе, 410 гр.",/product/wellkiss-vlazhnyj-korm-konservy-dlya-koshek-nezhnye-kusochki-s-yagnenkom-v-zhele-410-gr-89068-1054722/,135 ₽,Нет старой цены
1053506,"Sheba Влажный корм (пауч) для кошек Натуральная коллекция, с курицей со сладким перцем, 75 гр.",/product/sheba-korm-vlazhnyj-dlya-koshek-kuritsa-so-sladkim-pertsem-75-g-87612-1053506/,42 ₽,Нет старой цены
1054720,"Wellkiss Влажный корм (консервы) для кошек, нежные кусочки с курицей в желе, 410 гр.",/product/wellkiss-vlazhnyj-korm-konservy-dlya-koshek-nezhnye-kusochki-s-kuritsej-v-zhele-410-gr-89067-1054720/,135 ₽,Нет старой цены
1000862,"Royal Canin Urinary s/o LP34 Сухой корм при заболеваниях дистального отдела мочевыделительной системы у кошек, 1,5 кг",/product/royal-canin-urinary-s-o-lp34-korm-dlya-koshek-pri-zabolevaniyah-distalnogo-otdela-mochevydelitelnoj-sistemy-1-5-kg-3091-1000862/,2 659 ₽,Нет старой цены
1000862,"Royal Canin Urinary s/o LP34 Сухой корм при заболеваниях дистального отдела мочевыделительной системы у кошек, 1,5 кг",/product/royal-canin-urinary-s-o-lp34-korm-dlya-koshek-pri-zabolevaniyah-distalnogo-otdela-mochevydelitelnoj-sistemy-1-5-kg-3091-1000862/,2 659 ₽,Нет старой цены
1054719,"Wellkiss Влажный корм (консервы) для кошек, нежные кусочки с лососем и тунцом в желе, 410 гр.",/product/wellkiss-vlazhnyj-korm-konservy-dlya-koshek-nezhnye-kusochki-s-lososem-i-tuntsom-v-zhele-410-gr-89066-1054719/,135 ₽,Нет старой цены
1054753,"Yummy Мясной Деликатес консервы для кошек с цыпленком и креветками, 100 г",/product/yummy-myasnoj-delikates-konservy-dlya-koshek-s-tsyplenkom-i-krevetkami-100-g-862-1054753/,145 ₽,Нет старой цены
1056405,"Mealfeel Корм сухой для взрослых кошек крупных пород, с индейкой и курицей, 400 гр.",/product/mealfeel-korm-suhoj-dlya-vzroslyh-koshek-krupnyh-porod-s-indejkoj-i-kuritsej-400-gr-1121-1056405/,469 ₽,Нет старой цены
1041088,"UnoCat Влажный корм для привередливых кошек нежные кусочки с ягненком в соусе, 85гр",/product/unocat-vlazhnyj-korm-dlya-priveredlivyh-koshek-nezhnye-kusochki-s-yagnenkom-v-souse-85gr-701-1041088/,29 ₽,Нет старой цены
1030526,"Royal Canin Neutered Satiety Balance Сухой корм для стерилизованных кошек и кастрированных котов, 1,5 кг",/product/royal-canin-korm-suhoj-dlya-koshek-nyutrid-sataeti-belens-1-5-kg-3105-1030526/,2 419 ₽,Нет старой цены
1053909,"UNICA Indoor сухой корм для кошек с курицей, морковью и рисом, 350 гр",/product/unica-indoor-suhoj-korm-dlya-koshek-s-kuritsej-morkovyu-i-risom-350-gr-1248-1053909/,442 ₽,519 ₽
1054754,"Yummy Мясной Деликатес консервы для кошек с цыпленком и тунцом, 100 г",/product/yummy-myasnoj-delikates-konservy-dlya-koshek-s-tsyplenkom-i-tuntsom-100-g-89070-1054754/,145 ₽,Нет старой цены
1054896,"Felix Влажный корм (пауч) для взрослых кошек Аппетитные кусочки, с кроликом в желе, 75 гр.",/product/felix-appetitnye-kusochki-korm-vlazhnyj-dlya-koshek-s-krolikom-75g-88992-1054896/,30 ₽,33 ₽
1055627,"Sheba Влажный корм (пауч) для кошек, с ломтиками говядины и кролика в соусе, 75 гр.",/product/sheba-korm-vlazhnyj-dlya-koshek-lomtiki-v-souse-s-govyadinoj-i-krolikom-75-g-90211-1055627/,42 ₽,Нет старой цены
1063276,"ALLEVA Equilibrium Cухой корм для кастрированных котов и стерилизованных кошек, с рыбой, 1,5 кг",/product/alleva-equilibrium-korm-suhoj-dlya-kastrirovannyh-kotov-i-sterilizovannyh-koshek-s-ryboj-1-5kg-90096-1063276/,2 455 ₽,Нет старой цены
1054524,"Wellkiss Senior Sterilized Корм сухой для кошек старше 7 лет, с индейкой, 400 гр.",/product/wellkiss-senior-sterilized-korm-suhoj-dlya-koshek-starshe-7-let-s-indejkoj-400-gr-1105-1054524/,399 ₽,Нет старой цены
1033922,"ProPlan Delicate сухой корм для пожилых кошек при чувствительном пищеварении с индейкой, 1,5 кг",/product/proplan-delicate-suhoj-korm-dlya-pozhilyh-koshek-pri-chuvstvitelnom-pishchevarenii-s-indejkoj-1-5-kg-987-1033922/,1 969 ₽,Нет старой цены
1054942,"Yummy Влажный корм (консервы) для кошек, мусс сливочный с индейкой, 100 гр.",/product/konservirovannyj-slivochnyj-muss-dlya-koshek-s-indejkoj-100-gr-89075-1054942/,95 ₽,Нет старой цены
1054721,"Wellkiss Влажный корм (консервы) для кошек, нежные кусочки с уткой в соусе, 410 гр.",/product/wellkiss-vlazhnyj-korm-konservy-dlya-koshek-nezhnye-kusochki-s-utkoj-v-souse-410-gr-89069-1054721/,135 ₽,Нет старой цены
1058845,"Mealfeel Влажный корм (консервы) для кошек, мусс из тунца с топпингом из моркови, 85 гр.",/product/mealfeel-konservy-dlya-koshek-muss-iz-tuntsa-s-toppingom-iz-morkovi-85g-82977-1058845/,179 ₽,Нет старой цены
1052578,"Gourmet Влажный корм (пауч) для взрослых кошек Перл Нежное филе, с кроликом в соусе, 75 гр.",/product/gourmet-korm-vlazhnyj-dlya-koshek-kusochki-krolika-v-souse-75-g-523-1052578/,32 ₽,42 ₽
1053567,"Mealfeel Functional Nutrition Junior Влажный корм (ламистер) для кошек, с говядиной и печенью, 100 гр.",/product/mealfeel-functional-nutrition-junior-vlazhnyj-korm-lamister-dlya-koshek-s-govyadinoj-i-pechenyu-100-gr-562-1053567/,79 ₽,Нет старой цены
1051844,"Sheba Влажный корм (пауч) для кошек Аппетитные ломтики, с уткой в соусе, 75 гр.",/product/sheba-korm-vlazhnyj-dlya-koshek-utka-v-souse-75-g-87611-1051844/,42 ₽,Нет старой цены
1016805,"Perfect Fit Сухой корм для котят от 2 до 12 месяцев, с курицей, 650 гр.",/product/perfect-fit-korm-suhoj-dlya-kotyat-ot-2-do-12-mesyatsev-s-kuritsej-650-g-975-1016805/,445 ₽,Нет старой цены
1031516,"Felix Влажный корм (пауч) для взрослых кошек, с курицей в соусе, 48 гр.",/product/felix-sup-vlazhnyj-korm-dlya-vzroslyh-koshek-s-kuritsej-v-souse-48-g-650-1031516/,26 ₽,Нет старой цены
1038957,"Gourmet Влажный корм (пауч) для взрослых кошек Желе Де-Люкс, с курицей в желе, 75 гр.",/product/gourmet-vlazhnyj-korm-perl-zhele-de-lyuks-dlya-koshek-s-kuritsej-v-roskoshnom-zhele-75-g-89025-1038957/,32 ₽,42 ₽
1060681,"Sirius Влажный корм (пауч) для кошек с чувствительным пищеварением, с индейкой и черникой, 85 гр.",/product/sirius-korm-vlazhnyj-dlya-koshek-s-chuvstvitelnym-pishchevareniem-indejka-s-chernikoj-85-g-85518-1060681/,77 ₽,Нет старой цены
1053911,"UNICA Indoor сухой корм для кошек с лососем, рисом и яблоками, 350 гр",/product/unica-indoor-suhoj-korm-dlya-koshek-s-lososem-risom-i-yablokami-350-gr-1249-1053911/,519 ₽,Нет старой цены
1016773,"Royal Canin British Shorthair Kitten Сухой корм для британских короткошерстных котят в возрасте до 12 месяцев, 400 гр.",/product/royal-canin-british-shorthair-kitten-korm-dlya-britanskih-korotkosherstnyh-kotyat-v-vozraste-do-12-mesyatsev-400-g-1028-1016773/,685 ₽,Нет старой цены
1062849,"Farmina Vet Life Hepatic Диетический корм для кошек при заболевание печени, 85г",/product/farmina-vet-life-hepatic-dieticheskij-korm-dlya-koshek-pri-zabolevanie-pecheni-85g-89252-1062849/,249 ₽,Нет старой цены
1056868,"Sheba Влажный корм (пауч) для кошек, с паштетом из лосося в желе, 75 гр.",/product/sheba-korm-vlazhnyj-dlya-koshek-pashtet-s-lososem-75-gr-90203-1056868/,42 ₽,Нет старой цены
1056728,"UNICA Adult Large Breed Brillant-Hairball Сухой корм для кошек крупных пород, с курицей, 1,5 кг",/product/unica-adult-large-breed-brillant-hairball-suhoj-korm-dlya-koshek-krupnyh-porod-s-kuritsej-1-5-kg-1257-1056728/,1 399 ₽,Нет старой цены
1052575,"Gourmet Влажный корм (пауч) для взрослых кошек Перл Соус Де-люкс, с курицей в соусе, 75 гр.",/product/gourmet-korm-vlazhnyj-dlya-koshek-kusochki-kuritsy-v-souse-75-g-520-1052575/,32 ₽,42 ₽
1054146,"Purina ONE Kitten Влажный корм (пауч) для котят от 1 до 12 месяцев, с курицей и морковью, 75 гр.",/product/purina-one-kitten-vlazhnyj-korm-dlya-kotyat-s-kuritsej-i-morkovyu-v-souse-75-g-383-1054146/,46 ₽,Нет старой цены
1054146,"Purina ONE Kitten Влажный корм (пауч) для котят от 1 до 12 месяцев, с курицей и морковью, 75 гр.",/product/purina-one-kitten-vlazhnyj-korm-dlya-kotyat-s-kuritsej-i-morkovyu-v-souse-75-g-383-1054146/,46 ₽,Нет старой цены
1053893,"Farmina PRIME влажный корм для котят с курицей и гранатом, 70 г",/product/farmina-prime-vlazhnyj-korm-dlya-kotyat-s-kuritsej-i-granatom-70-g-843-1053893/,279 ₽,Нет старой цены
1047045,"Whiskas Сухой корм для взрослых кошек, говядина, 13,8 кг",/product/whiskas-korm-suhoj-dlya-koshek-podushechki-pashtet-govyadina-13-8-kg-941-1047045/,4 544 ₽,5 679 ₽
1000721,"Royal Canin Hairball Care Сухой корм для профилактики образования волосяных комочков в ЖКТ у взрослых кошек, 400 гр.",/product/royal-canin-hairball-care-korm-dlya-vzroslyh-koshek-v-tselyah-profilaktiki-obrazovaniya-volosyanyh-komochkov-v-zhkt-400-g-1007-1000721/,747 ₽,Нет старой цены
1058000,"Mealfeel Влажный корм (консервы) для стерилизованных кошек, паштет из индейки с уткой, 100 гр.",/product/mealfeel-vlazhnyj-korm-konservy-dlya-sterilizovannyh-koshek-pashtet-iz-indejki-s-utkoj-100-gr-575-1058000/,93 ₽,Нет старой цены
1054943,"Yummy Влажный корм (консервы) для кошек, мусс сливочный с курицей, 100 гр.",/product/konservirovannyj-slivochnyj-muss-dlya-koshek-s-kuritsej-100-gr-863-1054943/,95 ₽,Нет старой цены
1052571,"Gourmet Влажный корм (пауч) для взрослых кошек Перл Нежное филе, с индейкой в соусе, 75 гр.",/product/gourmet-korm-vlazhnyj-dlya-koshek-kusochki-indejki-v-souse-75-g-516-1052571/,32 ₽,42 ₽
1058744,"Guabi Natural Natural Cat Влажный корм (пауч) для взрослых кошек, с курицей, цельнозерновыми злаками и овощами, 85 гр.",/product/guabi-natural-pauch-dlya-vzroslyh-koshek-kuritsa-tselnozernovye-zlaki-i-ovoshchi-85g-531-1058744/,78 ₽,129 ₽
1063312,"Grandorf Fresh Сухой корм для котят, с ягненком и бататом, 400 гр.",/product/grandorf-fresh-korm-suhoj-dlya-kotyat-s-yagnenkom-i-batatom-400-gr-90160-1063312/,1 045 ₽,Нет старой цены
1061690,"Sheba Влажный корм (пауч) для кошек Аппетитные ломтики, с кроликом и индейкой в соусе, 75 гр.",/product/sheba-korm-vlazhnyj-dlya-koshek-krolik-i-indejka-v-souse-75g-90218-1061690/,42 ₽,Нет старой цены
1063316,"Grandorf Fresh Сухой корм для кошек, с индейкой и бататом, 400 гр.",/product/grandorf-fresh-korm-suhoj-dlya-koshek-s-indejkoj-i-batatom-400-gr-90162-1063316/,1 045 ₽,Нет старой цены
1054907,"Felix Влажный корм (пауч) для взрослых кошек Природа вкуса, с курицей в соусе, 75 гр.",/product/felix-priroda-vkusa-korm-vlazhnyj-dlya-koshek-kuritsa-75g-88990-1054907/,22 ₽,27 ₽
1055148,"Sheba Влажный корм (пауч) для кошек Натуральная коллекция, с лососем и горохом, 75 гр.",/product/sheba-korm-vlazhnyj-dlya-koshek-losos-i-goroh-75-g-90202-1055148/,42 ₽,Нет старой цены
1060935,"KLICKER Steriliset Cat Food Сухой корм для стерилизованных кошек, с курицей, 1 кг",/product/suhoj-korm-dlya-sterilizovannyh-koshek-s-kuritsej-1kg-86229-1060935/,2 199 ₽,Нет старой цены
1051381,"Brit Корм сухой для котят курица, 400г",/product/brit-korm-suhoj-dlya-kotyat-kuritsa-400g-928-1051381/,317 ₽,Нет старой цены
1000715,"Royal Canin Sterilised 37 Regular Сухой корм для стерилизованных кошек с 1 до 7 лет, 2 кг",/product/royal-canin-sterilised-37-suhoj-korm-dlya-sterilizovannyh-koshek-s-1-do-7-let-2-kg-1012-1000715/,2 399 ₽,Нет старой цены
1053735,"AlphaPet WOW Сухой корм для стерилизованных кошек с индейкой, 350 г",/product/alphapet-wow-suhoj-korm-dlya-sterilizovannyh-koshek-s-indejkoj-350-g-1237-1053735/,279 ₽,Нет старой цены
1052577,"Gourmet Влажный корм (пауч) для взрослых кошек Перл Соус Де-люкс, с телятиной в соусе, 75 гр.",/product/gourmet-korm-vlazhnyj-dlya-koshek-kusochki-telyatiny-v-souse-75-g-522-1052577/,32 ₽,42 ₽
1041089,"UnoCat Влажный корм для домашних кошек нежные кусочки с лососем и форелью в соусе, 85гр",/product/unocat-vlazhnyj-korm-dlya-domashnih-koshek-nezhnye-kusochki-s-lososem-i-forelyu-v-souse-85gr-702-1041089/,29 ₽,Нет старой цены
1051245,"Wellkiss Delice Влажный корм (консервы) для котят, с цыпленком, 100 гр.",/product/wellkiss-delice-vlazhnyj-korm-konservy-dlya-kotyat-s-tsyplenkom-100-gr-459-1051245/,135 ₽,Нет старой цены
